PSLV-C 52 sens11=Cylinder(P+) HSCTYHFPP
ITI ITER IMA IKHS NCO IAXI IPA ICAR ITHN KEL ITAB ISHK INV,IGM,IT,CON,ITR,IAI,IFR,IRA
1 	0     1    0   6   1    1    0    0   1   1    2    2   3   0  1   1   0   0 0
RADIUS, ANGLE, LENGTH OF EACH COMPONENT
0.7       20.0      2.589     0.0       0.0       4.5000    0.0       -15.0 
0.7500    0.0       0.0       11.5176   0.0       3.644     1.5702    0.0 
0.0       23.0
RETR   RETS ALAMDA ALFA  DUM   QINS  RC   GIN
1.0e+116  0.0  0.0   0.0   0.00  0.00  0.7  1.4
NT
12501
    TIME          ALT                RV                Mach       dynp             alpha     qalpha         
              0.000      23.8      0.00     0.000       0.0      0.00      0.00
	    203.140  173673.9   2690.93     4.073       0.0     33.34      0.00
	    203.160  173695.3   2691.23     4.073       0.0     33.33      0.00
	    203.180  173716.7   2691.53     4.073       0.0     33.33      0.00
	    203.200  173738.1   2691.83     4.073       0.0     33.32      0.00
	    203.220  173759.5   2692.13     4.073       0.0     33.32      0.00
	    203.240  173780.9   2692.43     4.073       0.0     33.31      0.00
	    203.260  173802.4   2692.73     4.073       0.0     33.31      0.00
	    203.280  173823.8   2693.03     4.073       0.0     33.30      0.00
	    203.300  173845.2   2693.33     4.074       0.0     33.30      0.00
	    203.320  173866.6   2693.63     4.074       0.0     33.29      0.00
	    203.340  173888.0   2693.93     4.074       0.0     33.29      0.00
	    203.360  173909.4   2694.23     4.074       0.0     33.28      0.00
	    203.380  173930.8   2694.53     4.074       0.0     33.28      0.00
	    203.400  173952.2   2694.83     4.074       0.0     33.27      0.00
	    203.420  173973.6   2695.13     4.074       0.0     33.27      0.00
	    203.440  173995.0   2695.43     4.074       0.0     33.26      0.00
	    203.460  174016.4   2695.73     4.075       0.0     33.26      0.00
	    203.480  174037.8   2696.03     4.075       0.0     33.25      0.00
	    203.500  174059.2   2696.33     4.075       0.0     33.25      0.00
	    203.520  174080.6   2696.63     4.075       0.0     33.25      0.00
	    203.540  174102.0   2696.93     4.075       0.0     33.24      0.00
	    203.560  174123.4   2697.23     4.076       0.0     33.24      0.00
	    203.580  174144.8   2697.53     4.076       0.0     33.23      0.00
	    203.600  174166.3   2697.83     4.076       0.0     33.23      0.00
	    203.620  174187.7   2698.13     4.076       0.0     33.22      0.00
	    203.640  174209.1   2698.43     4.076       0.0     33.22      0.00
	    203.660  174230.5   2698.73     4.076       0.0     33.21      0.00
	    203.680  174251.9   2699.03     4.077       0.0     33.21      0.00
	    203.700  174273.3   2699.33     4.077       0.0     33.20      0.00
	    203.720  174294.7   2699.64     4.077       0.0     33.20      0.00
	    203.740  174316.1   2699.94     4.077       0.0     33.19      0.00
	    203.760  174337.5   2700.24     4.077       0.0     33.19      0.00
	    203.780  174358.9   2700.54     4.077       0.0     33.18      0.00
	    203.800  174380.3   2700.84     4.078       0.0     33.18      0.00
	    203.820  174401.7   2701.14     4.078       0.0     33.17      0.00
	    203.840  174423.1   2701.44     4.078       0.0     33.17      0.00
	    203.860  174444.5   2701.75     4.078       0.0     33.16      0.00
	    203.880  174465.9   2702.05     4.078       0.0     33.16      0.00
	    203.900  174487.3   2702.35     4.078       0.0     33.15      0.00
	    203.920  174508.7   2702.65     4.079       0.0     33.15      0.00
	    203.940  174530.1   2702.95     4.079       0.0     33.14      0.00
	    203.960  174551.5   2703.26     4.079       0.0     33.14      0.00
	    203.980  174572.9   2703.56     4.079       0.0     33.13      0.00
	    204.000  174594.3   2703.86     4.079       0.0     33.13      0.00
	    204.020  174615.7   2704.16     4.079       0.0     33.12      0.00
	    204.040  174637.1   2704.47     4.080       0.0     33.12      0.00
	    204.060  174658.5   2704.77     4.080       0.0     33.11      0.00
	    204.080  174679.9   2705.07     4.080       0.0     33.11      0.00
	    204.100  174701.2   2705.37     4.080       0.0     33.10      0.00
	    204.120  174722.6   2705.68     4.080       0.0     33.10      0.00
	    204.140  174744.0   2705.98     4.081       0.0     33.09      0.00
	    204.160  174765.4   2706.28     4.081       0.0     33.09      0.00
	    204.180  174786.8   2706.59     4.081       0.0     33.08      0.00
	    204.200  174808.2   2706.89     4.081       0.0     33.08      0.00
	    204.220  174829.6   2707.19     4.081       0.0     33.07      0.00
	    204.240  174851.0   2707.50     4.081       0.0     33.07      0.00
	    204.260  174872.4   2707.80     4.081       0.0     33.06      0.00
	    204.280  174893.8   2708.11     4.082       0.0     33.06      0.00
	    204.300  174915.2   2708.41     4.082       0.0     33.06      0.00
	    204.320  174936.6   2708.71     4.082       0.0     33.05      0.00
	    204.340  174958.0   2709.02     4.082       0.0     33.05      0.00
	    204.360  174979.4   2709.32     4.082       0.0     33.05      0.00
	    204.380  175000.8   2709.63     4.082       0.0     33.04      0.00
	    204.400  175022.2   2709.93     4.083       0.0     33.04      0.00
	    204.420  175043.5   2710.24     4.083       0.0     33.03      0.00
	    204.440  175064.9   2710.54     4.083       0.0     33.03      0.00
	    204.460  175086.3   2710.84     4.083       0.0     33.03      0.00
	    204.480  175107.7   2711.15     4.083       0.0     33.02      0.00
	    204.500  175129.1   2711.45     4.083       0.0     33.02      0.00
	    204.520  175150.5   2711.76     4.084       0.0     33.02      0.00
	    204.540  175171.9   2712.06     4.084       0.0     33.01      0.00
	    204.560  175193.3   2712.37     4.084       0.0     33.01      0.00
	    204.580  175214.7   2712.67     4.084       0.0     33.01      0.00
	    204.600  175236.1   2712.98     4.084       0.0     33.00      0.00
	    204.620  175257.5   2713.28     4.084       0.0     33.00      0.00
	    204.640  175278.8   2713.59     4.085       0.0     33.00      0.00
	    204.660  175300.2   2713.89     4.085       0.0     32.99      0.00
	    204.680  175321.6   2714.20     4.085       0.0     32.99      0.00
	    204.700  175343.0   2714.50     4.085       0.0     32.98      0.00
	    204.720  175364.4   2714.81     4.085       0.0     32.98      0.00
	    204.740  175385.8   2715.12     4.085       0.0     32.98      0.00
	    204.760  175407.2   2715.42     4.086       0.0     32.97      0.00
	    204.780  175428.6   2715.73     4.086       0.0     32.97      0.00
	    204.800  175449.9   2716.03     4.086       0.0     32.97      0.00
	    204.820  175471.3   2716.34     4.086       0.0     32.96      0.00
	    204.840  175492.7   2716.65     4.086       0.0     32.96      0.00
	    204.860  175514.1   2716.95     4.086       0.0     32.95      0.00
	    204.880  175535.5   2717.26     4.087       0.0     32.95      0.00
	    204.900  175556.9   2717.56     4.087       0.0     32.95      0.00
	    204.920  175578.3   2717.87     4.087       0.0     32.94      0.00
	    204.940  175599.6   2718.18     4.087       0.0     32.94      0.00
	    204.960  175621.0   2718.48     4.087       0.0     32.93      0.00
	    204.980  175642.4   2718.79     4.087       0.0     32.93      0.00
	    205.000  175663.8   2719.10     4.087       0.0     32.93      0.00
	    205.020  175685.2   2719.40     4.088       0.0     32.92      0.00
	    205.040  175706.6   2719.71     4.088       0.0     32.92      0.00
	    205.060  175727.9   2720.02     4.088       0.0     32.91      0.00
	    205.080  175749.3   2720.33     4.088       0.0     32.91      0.00
	    205.100  175770.7   2720.63     4.088       0.0     32.91      0.00
	    205.120  175792.1   2720.94     4.088       0.0     32.90      0.00
	    205.140  175813.5   2721.25     4.089       0.0     32.90      0.00
	    205.160  175834.8   2721.56     4.089       0.0     32.90      0.00
	    205.180  175856.2   2721.86     4.089       0.0     32.89      0.00
	    205.200  175877.6   2722.17     4.089       0.0     32.89      0.00
	    205.220  175899.0   2722.48     4.089       0.0     32.89      0.00
	    205.240  175920.4   2722.79     4.089       0.0     32.88      0.00
	    205.260  175941.8   2723.10     4.089       0.0     32.88      0.00
	    205.280  175963.1   2723.40     4.090       0.0     32.88      0.00
	    205.300  175984.5   2723.71     4.090       0.0     32.87      0.00
	    205.320  176005.9   2724.02     4.090       0.0     32.87      0.00
	    205.340  176027.3   2724.33     4.090       0.0     32.87      0.00
	    205.360  176048.6   2724.64     4.090       0.0     32.87      0.00
	    205.380  176070.0   2724.95     4.090       0.0     32.86      0.00
	    205.400  176091.4   2725.25     4.091       0.0     32.86      0.00
	    205.420  176112.8   2725.56     4.091       0.0     32.86      0.00
	    205.440  176134.2   2725.87     4.091       0.0     32.86      0.00
	    205.460  176155.5   2726.18     4.091       0.0     32.85      0.00
	    205.480  176176.9   2726.49     4.091       0.0     32.85      0.00
	    205.500  176198.3   2726.80     4.092       0.0     32.85      0.00
	    205.520  176219.7   2727.11     4.092       0.0     32.84      0.00
	    205.540  176241.0   2727.42     4.092       0.0     32.84      0.00
	    205.560  176262.4   2727.72     4.092       0.0     32.84      0.00
	    205.580  176283.8   2728.03     4.092       0.0     32.84      0.00
	    205.600  176305.2   2728.34     4.092       0.0     32.83      0.00
	    205.620  176326.6   2728.65     4.093       0.0     32.83      0.00
	    205.640  176347.9   2728.96     4.093       0.0     32.83      0.00
	    205.660  176369.3   2729.27     4.093       0.0     32.83      0.00
	    205.680  176390.7   2729.58     4.093       0.0     32.82      0.00
	    205.700  176412.1   2729.89     4.093       0.0     32.82      0.00
	    205.720  176433.4   2730.20     4.094       0.0     32.82      0.00
	    205.740  176454.8   2730.51     4.094       0.0     32.82      0.00
	    205.760  176476.2   2730.82     4.094       0.0     32.81      0.00
	    205.780  176497.5   2731.13     4.094       0.0     32.81      0.00
	    205.800  176518.9   2731.44     4.094       0.0     32.81      0.00
	    205.820  176540.3   2731.75     4.094       0.0     32.80      0.00
	    205.840  176561.7   2732.06     4.095       0.0     32.80      0.00
	    205.860  176583.0   2732.37     4.095       0.0     32.80      0.00
	    205.880  176604.4   2732.68     4.095       0.0     32.79      0.00
	    205.900  176625.8   2732.99     4.095       0.0     32.79      0.00
	    205.920  176647.2   2733.30     4.095       0.0     32.79      0.00
	    205.940  176668.5   2733.61     4.095       0.0     32.78      0.00
	    205.960  176689.9   2733.92     4.096       0.0     32.78      0.00
	    205.980  176711.3   2734.23     4.096       0.0     32.78      0.00
	    206.000  176732.6   2734.55     4.096       0.0     32.77      0.00
	    206.020  176754.0   2734.86     4.096       0.0     32.77      0.00
	    206.040  176775.4   2735.17     4.096       0.0     32.77      0.00
	    206.060  176796.8   2735.48     4.097       0.0     32.76      0.00
	    206.080  176818.1   2735.79     4.097       0.0     32.76      0.00
	    206.100  176839.5   2736.10     4.097       0.0     32.76      0.00
	    206.120  176860.9   2736.41     4.097       0.0     32.75      0.00
	    206.140  176882.2   2736.73     4.097       0.0     32.75      0.00
	    206.160  176903.6   2737.04     4.097       0.0     32.75      0.00
	    206.180  176925.0   2737.35     4.098       0.0     32.75      0.00
	    206.200  176946.3   2737.66     4.098       0.0     32.74      0.00
	    206.220  176967.7   2737.97     4.098       0.0     32.74      0.00
	    206.240  176989.1   2738.29     4.098       0.0     32.74      0.00
	    206.260  177010.4   2738.60     4.098       0.0     32.73      0.00
	    206.280  177031.8   2738.91     4.098       0.0     32.73      0.00
	    206.300  177053.2   2739.22     4.099       0.0     32.73      0.00
	    206.320  177074.5   2739.54     4.099       0.0     32.72      0.00
	    206.340  177095.9   2739.85     4.099       0.0     32.72      0.00
	    206.360  177117.3   2740.16     4.099       0.0     32.72      0.00
	    206.380  177138.6   2740.47     4.099       0.0     32.71      0.00
	    206.400  177160.0   2740.79     4.100       0.0     32.71      0.00
	    206.420  177181.4   2741.10     4.100       0.0     32.71      0.00
	    206.440  177202.7   2741.41     4.100       0.0     32.70      0.00
	    206.460  177224.1   2741.72     4.100       0.0     32.70      0.00
	    206.480  177245.5   2742.04     4.100       0.0     32.70      0.00
	    206.500  177266.8   2742.35     4.101       0.0     32.69      0.00
	    206.520  177288.2   2742.66     4.101       0.0     32.69      0.00
	    206.540  177309.6   2742.98     4.101       0.0     32.69      0.00
	    206.560  177330.9   2743.29     4.101       0.0     32.69      0.00
	    206.580  177352.3   2743.60     4.101       0.0     32.68      0.00
	    206.600  177373.7   2743.92     4.101       0.0     32.68      0.00
	    206.620  177395.0   2744.23     4.102       0.0     32.68      0.00
	    206.640  177416.4   2744.54     4.102       0.0     32.67      0.00
	    206.660  177437.7   2744.86     4.102       0.0     32.67      0.00
	    206.680  177459.1   2745.17     4.102       0.0     32.67      0.00
	    206.700  177480.5   2745.48     4.102       0.0     32.66      0.00
	    206.720  177501.8   2745.80     4.103       0.0     32.66      0.00
	    206.740  177523.2   2746.11     4.103       0.0     32.65      0.00
	    206.760  177544.6   2746.43     4.103       0.0     32.65      0.00
	    206.780  177565.9   2746.74     4.103       0.0     32.65      0.00
	    206.800  177587.3   2747.06     4.103       0.0     32.64      0.00
	    206.820  177608.6   2747.37     4.104       0.0     32.64      0.00
	    206.840  177630.0   2747.68     4.104       0.0     32.64      0.00
	    206.860  177651.4   2748.00     4.104       0.0     32.63      0.00
	    206.880  177672.7   2748.31     4.104       0.0     32.63      0.00
	    206.900  177694.1   2748.63     4.104       0.0     32.63      0.00
	    206.920  177715.4   2748.94     4.105       0.0     32.62      0.00
	    206.940  177736.8   2749.26     4.105       0.0     32.62      0.00
	    206.960  177758.2   2749.57     4.105       0.0     32.61      0.00
	    206.980  177779.5   2749.89     4.105       0.0     32.61      0.00
	    207.000  177800.9   2750.20     4.105       0.0     32.61      0.00
	    207.020  177822.2   2750.52     4.105       0.0     32.60      0.00
	    207.040  177843.6   2750.83     4.106       0.0     32.60      0.00
	    207.060  177865.0   2751.15     4.106       0.0     32.59      0.00
	    207.080  177886.3   2751.47     4.106       0.0     32.59      0.00
	    207.100  177907.7   2751.78     4.106       0.0     32.59      0.00
	    207.120  177929.0   2752.10     4.106       0.0     32.58      0.00
	    207.140  177950.4   2752.41     4.107       0.0     32.58      0.00
	    207.160  177971.7   2752.73     4.107       0.0     32.58      0.00
	    207.180  177993.1   2753.05     4.107       0.0     32.57      0.00
	    207.200  178014.5   2753.36     4.107       0.0     32.57      0.00
	    207.220  178035.8   2753.68     4.107       0.0     32.56      0.00
	    207.240  178057.2   2754.00     4.107       0.0     32.56      0.00
	    207.260  178078.5   2754.31     4.108       0.0     32.56      0.00
	    207.280  178099.9   2754.63     4.108       0.0     32.55      0.00
	    207.300  178121.2   2754.95     4.108       0.0     32.55      0.00
	    207.320  178142.6   2755.26     4.108       0.0     32.55      0.00
	    207.340  178163.9   2755.58     4.108       0.0     32.54      0.00
	    207.360  178185.3   2755.90     4.109       0.0     32.54      0.00
	    207.380  178206.7   2756.21     4.109       0.0     32.54      0.00
	    207.400  178228.0   2756.53     4.109       0.0     32.53      0.00
	    207.420  178249.4   2756.85     4.109       0.0     32.53      0.00
	    207.440  178270.7   2757.16     4.109       0.0     32.52      0.00
	    207.460  178292.1   2757.48     4.110       0.0     32.52      0.00
	    207.480  178313.4   2757.80     4.110       0.0     32.52      0.00
	    207.500  178334.8   2758.12     4.110       0.0     32.51      0.00
	    207.520  178356.1   2758.43     4.110       0.0     32.51      0.00
	    207.540  178377.5   2758.75     4.110       0.0     32.50      0.00
	    207.560  178398.8   2759.07     4.111       0.0     32.50      0.00
	    207.580  178420.2   2759.39     4.111       0.0     32.50      0.00
	    207.600  178441.5   2759.71     4.111       0.0     32.49      0.00
	    207.620  178462.9   2760.02     4.111       0.0     32.49      0.00
	    207.640  178484.2   2760.34     4.111       0.0     32.48      0.00
	    207.660  178505.6   2760.66     4.112       0.0     32.48      0.00
	    207.680  178527.0   2760.98     4.112       0.0     32.47      0.00
	    207.700  178548.3   2761.30     4.112       0.0     32.47      0.00
	    207.720  178569.7   2761.61     4.112       0.0     32.46      0.00
	    207.740  178591.0   2761.93     4.112       0.0     32.46      0.00
	    207.760  178612.4   2762.25     4.113       0.0     32.45      0.00
	    207.780  178633.7   2762.57     4.113       0.0     32.45      0.00
	    207.800  178655.1   2762.89     4.113       0.0     32.44      0.00
	    207.820  178676.4   2763.21     4.113       0.0     32.44      0.00
	    207.840  178697.8   2763.53     4.113       0.0     32.43      0.00
	    207.860  178719.1   2763.85     4.114       0.0     32.43      0.00
	    207.880  178740.4   2764.16     4.114       0.0     32.42      0.00
	    207.900  178761.8   2764.48     4.114       0.0     32.42      0.00
	    207.920  178783.1   2764.80     4.114       0.0     32.41      0.00
	    207.940  178804.5   2765.12     4.114       0.0     32.41      0.00
	    207.960  178825.8   2765.44     4.115       0.0     32.40      0.00
	    207.980  178847.2   2765.76     4.115       0.0     32.39      0.00
	    208.000  178868.5   2766.08     4.115       0.0     32.39      0.00
	    208.020  178889.9   2766.40     4.115       0.0     32.38      0.00
	    208.040  178911.2   2766.72     4.115       0.0     32.38      0.00
	    208.060  178932.6   2767.04     4.116       0.0     32.37      0.00
	    208.080  178953.9   2767.36     4.116       0.0     32.37      0.00
	    208.100  178975.3   2767.68     4.116       0.0     32.36      0.00
	    208.120  178996.6   2768.00     4.116       0.0     32.36      0.00
	    208.140  179018.0   2768.32     4.116       0.0     32.35      0.00
	    208.160  179039.3   2768.65     4.116       0.0     32.35      0.00
	    208.180  179060.7   2768.97     4.117       0.0     32.34      0.00
	    208.200  179082.0   2769.29     4.117       0.0     32.34      0.00
	    208.220  179103.3   2769.61     4.117       0.0     32.33      0.00
	    208.240  179124.7   2769.93     4.117       0.0     32.33      0.00
	    208.260  179146.0   2770.25     4.117       0.0     32.32      0.00
	    208.280  179167.4   2770.57     4.118       0.0     32.32      0.00
	    208.300  179188.7   2770.89     4.118       0.0     32.31      0.00
	    208.320  179210.1   2771.21     4.118       0.0     32.31      0.00
	    208.340  179231.4   2771.54     4.118       0.0     32.30      0.00
	    208.360  179252.8   2771.86     4.118       0.0     32.30      0.00
	    208.380  179274.1   2772.18     4.119       0.0     32.29      0.00
	    208.400  179295.4   2772.50     4.119       0.0     32.29      0.00
	    208.420  179316.8   2772.82     4.119       0.0     32.28      0.00
	    208.440  179338.1   2773.14     4.119       0.0     32.28      0.00
	    208.460  179359.5   2773.47     4.119       0.0     32.27      0.00
	    208.480  179380.8   2773.79     4.120       0.0     32.27      0.00
	    208.500  179402.2   2774.11     4.120       0.0     32.26      0.00
	    208.520  179423.5   2774.43     4.120       0.0     32.26      0.00
	    208.540  179444.8   2774.76     4.120       0.0     32.25      0.00
	    208.560  179466.2   2775.08     4.120       0.0     32.25      0.00
	    208.580  179487.5   2775.40     4.121       0.0     32.24      0.00
	    208.600  179508.9   2775.72     4.121       0.0     32.24      0.00
	    208.620  179530.2   2776.05     4.121       0.0     32.23      0.00
	    208.640  179551.5   2776.37     4.121       0.0     32.22      0.00
	    208.660  179572.9   2776.69     4.121       0.0     32.22      0.00
	    208.680  179594.2   2777.01     4.122       0.0     32.21      0.00
	    208.700  179615.6   2777.34     4.122       0.0     32.21      0.00
	    208.720  179636.9   2777.66     4.122       0.0     32.20      0.00
	    208.740  179658.2   2777.98     4.122       0.0     32.19      0.00
	    208.760  179679.6   2778.31     4.122       0.0     32.19      0.00
	    208.780  179700.9   2778.63     4.123       0.0     32.18      0.00
	    208.800  179722.3   2778.96     4.123       0.0     32.17      0.00
	    208.820  179743.6   2779.28     4.123       0.0     32.17      0.00
	    208.840  179764.9   2779.60     4.123       0.0     32.16      0.00
	    208.860  179786.3   2779.93     4.123       0.0     32.16      0.00
	    208.880  179807.6   2780.25     4.124       0.0     32.15      0.00
	    208.900  179828.9   2780.58     4.124       0.0     32.14      0.00
	    208.920  179850.3   2780.90     4.124       0.0     32.14      0.00
	    208.940  179871.6   2781.22     4.124       0.0     32.13      0.00
	    208.960  179893.0   2781.55     4.124       0.0     32.12      0.00
	    208.980  179914.3   2781.87     4.125       0.0     32.12      0.00
	    209.000  179935.6   2782.20     4.125       0.0     32.11      0.00
	    209.020  179957.0   2782.52     4.125       0.0     32.11      0.00
	    209.040  179978.3   2782.85     4.125       0.0     32.10      0.00
	    209.060  179999.6   2783.17     4.125       0.0     32.10      0.00
	    209.080  180021.0   2783.50     4.126       0.0     32.09      0.00
	    209.100  180042.3   2783.82     4.126       0.0     32.08      0.00
	    209.120  180063.6   2784.15     4.126       0.0     32.08      0.00
	    209.140  180085.0   2784.48     4.126       0.0     32.07      0.00
	    209.160  180106.3   2784.80     4.126       0.0     32.07      0.00
	    209.180  180127.6   2785.13     4.127       0.0     32.06      0.00
	    209.200  180149.0   2785.45     4.127       0.0     32.06      0.00
	    209.220  180170.3   2785.78     4.127       0.0     32.05      0.00
	    209.240  180191.6   2786.10     4.127       0.0     32.05      0.00
	    209.260  180213.0   2786.43     4.128       0.0     32.04      0.00
	    209.280  180234.3   2786.76     4.128       0.0     32.04      0.00
	    209.300  180255.6   2787.08     4.128       0.0     32.03      0.00
	    209.320  180277.0   2787.41     4.128       0.0     32.03      0.00
	    209.340  180298.3   2787.74     4.129       0.0     32.02      0.00
	    209.360  180319.6   2788.06     4.129       0.0     32.02      0.00
	    209.380  180341.0   2788.39     4.129       0.0     32.01      0.00
	    209.400  180362.3   2788.72     4.129       0.0     32.01      0.00
	    209.420  180383.6   2789.04     4.130       0.0     32.00      0.00
	    209.440  180405.0   2789.37     4.130       0.0     32.00      0.00
	    209.460  180426.3   2789.70     4.130       0.0     31.99      0.00
	    209.480  180447.6   2790.02     4.130       0.0     31.99      0.00
	    209.500  180469.0   2790.35     4.130       0.0     31.98      0.00
	    209.520  180490.3   2790.68     4.131       0.0     31.98      0.00
	    209.540  180511.6   2791.01     4.131       0.0     31.97      0.00
	    209.560  180532.9   2791.33     4.131       0.0     31.97      0.00
	    209.580  180554.3   2791.66     4.131       0.0     31.96      0.00
	    209.600  180575.6   2791.99     4.132       0.0     31.96      0.00
	    209.620  180596.9   2792.32     4.132       0.0     31.95      0.00
	    209.640  180618.3   2792.64     4.132       0.0     31.95      0.00
	    209.660  180639.6   2792.97     4.132       0.0     31.94      0.00
	    209.680  180660.9   2793.30     4.133       0.0     31.94      0.00
	    209.700  180682.2   2793.63     4.133       0.0     31.93      0.00
	    209.720  180703.6   2793.96     4.133       0.0     31.93      0.00
	    209.740  180724.9   2794.28     4.133       0.0     31.92      0.00
	    209.760  180746.2   2794.61     4.133       0.0     31.92      0.00
	    209.780  180767.6   2794.94     4.134       0.0     31.91      0.00
	    209.800  180788.9   2795.27     4.134       0.0     31.90      0.00
	    209.820  180810.2   2795.60     4.134       0.0     31.90      0.00
	    209.840  180831.5   2795.93     4.134       0.0     31.89      0.00
	    209.860  180852.9   2796.26     4.135       0.0     31.89      0.00
	    209.880  180874.2   2796.59     4.135       0.0     31.88      0.00
	    209.900  180895.5   2796.91     4.135       0.0     31.88      0.00
	    209.920  180916.8   2797.24     4.135       0.0     31.87      0.00
	    209.940  180938.2   2797.57     4.136       0.0     31.87      0.00
	    209.960  180959.5   2797.90     4.136       0.0     31.86      0.00
	    209.980  180980.8   2798.23     4.136       0.0     31.85      0.00
	    210.000  181002.1   2798.56     4.136       0.0     31.85      0.00
	    210.020  181023.5   2798.89     4.136       0.0     31.84      0.00
	    210.040  181044.8   2799.22     4.137       0.0     31.84      0.00
	    210.060  181066.1   2799.55     4.137       0.0     31.83      0.00
	    210.080  181087.4   2799.88     4.137       0.0     31.83      0.00
	    210.100  181108.8   2800.21     4.137       0.0     31.82      0.00
	    210.120  181130.1   2800.54     4.138       0.0     31.82      0.00
	    210.140  181151.4   2800.87     4.138       0.0     31.81      0.00
	    210.160  181172.7   2801.20     4.138       0.0     31.81      0.00
	    210.180  181194.1   2801.54     4.138       0.0     31.80      0.00
	    210.200  181215.4   2801.87     4.139       0.0     31.80      0.00
	    210.220  181236.7   2802.20     4.139       0.0     31.79      0.00
	    210.240  181258.0   2802.53     4.139       0.0     31.79      0.00
	    210.260  181279.4   2802.86     4.139       0.0     31.79      0.00
	    210.280  181300.7   2803.19     4.139       0.0     31.78      0.00
	    210.300  181322.0   2803.52     4.140       0.0     31.78      0.00
	    210.320  181343.3   2803.85     4.140       0.0     31.77      0.00
	    210.340  181364.6   2804.18     4.140       0.0     31.77      0.00
	    210.360  181386.0   2804.51     4.140       0.0     31.76      0.00
	    210.380  181407.3   2804.85     4.141       0.0     31.76      0.00
	    210.400  181428.6   2805.18     4.141       0.0     31.76      0.00
	    210.420  181449.9   2805.51     4.141       0.0     31.75      0.00
	    210.440  181471.2   2805.84     4.141       0.0     31.75      0.00
	    210.460  181492.6   2806.17     4.142       0.0     31.74      0.00
	    210.480  181513.9   2806.50     4.142       0.0     31.74      0.00
	    210.500  181535.2   2806.84     4.142       0.0     31.74      0.00
	    210.520  181556.5   2807.17     4.142       0.0     31.73      0.00
	    210.540  181577.8   2807.50     4.142       0.0     31.73      0.00
	    210.560  181599.2   2807.83     4.143       0.0     31.72      0.00
	    210.580  181620.5   2808.17     4.143       0.0     31.72      0.00
	    210.600  181641.8   2808.50     4.143       0.0     31.72      0.00
	    210.620  181663.1   2808.83     4.143       0.0     31.71      0.00
	    210.640  181684.4   2809.16     4.144       0.0     31.71      0.00
	    210.660  181705.8   2809.50     4.144       0.0     31.70      0.00
	    210.680  181727.1   2809.83     4.144       0.0     31.70      0.00
	    210.700  181748.4   2810.16     4.144       0.0     31.70      0.00
	    210.720  181769.7   2810.49     4.145       0.0     31.69      0.00
	    210.740  181791.0   2810.83     4.145       0.0     31.69      0.00
	    210.760  181812.3   2811.16     4.145       0.0     31.68      0.00
	    210.780  181833.7   2811.49     4.145       0.0     31.68      0.00
	    210.800  181855.0   2811.83     4.145       0.0     31.68      0.00
	    210.820  181876.3   2812.16     4.146       0.0     31.67      0.00
	    210.840  181897.6   2812.49     4.146       0.0     31.67      0.00
	    210.860  181918.9   2812.83     4.146       0.0     31.66      0.00
	    210.880  181940.2   2813.16     4.146       0.0     31.66      0.00
	    210.900  181961.6   2813.50     4.147       0.0     31.66      0.00
	    210.920  181982.9   2813.83     4.147       0.0     31.65      0.00
	    210.940  182004.2   2814.17     4.147       0.0     31.65      0.00
	    210.960  182025.5   2814.50     4.147       0.0     31.64      0.00
	    210.980  182046.8   2814.83     4.147       0.0     31.64      0.00
	    211.000  182068.1   2815.17     4.148       0.0     31.64      0.00
	    211.020  182089.4   2815.50     4.148       0.0     31.63      0.00
	    211.040  182110.8   2815.84     4.148       0.0     31.63      0.00
	    211.060  182132.1   2816.17     4.148       0.0     31.63      0.00
	    211.080  182153.4   2816.51     4.149       0.0     31.62      0.00
	    211.100  182174.7   2816.84     4.149       0.0     31.62      0.00
	    211.120  182196.0   2817.18     4.149       0.0     31.62      0.00
	    211.140  182217.3   2817.51     4.149       0.0     31.61      0.00
	    211.160  182238.6   2817.85     4.150       0.0     31.61      0.00
	    211.180  182260.0   2818.18     4.150       0.0     31.61      0.00
	    211.200  182281.3   2818.52     4.150       0.0     31.61      0.00
	    211.220  182302.6   2818.85     4.150       0.0     31.60      0.00
	    211.240  182323.9   2819.19     4.151       0.0     31.60      0.00
	    211.260  182345.2   2819.53     4.151       0.0     31.60      0.00
	    211.280  182366.5   2819.86     4.151       0.0     31.59      0.00
	    211.300  182387.8   2820.20     4.151       0.0     31.59      0.00
	    211.320  182409.2   2820.53     4.151       0.0     31.59      0.00
	    211.340  182430.5   2820.87     4.152       0.0     31.59      0.00
	    211.360  182451.8   2821.21     4.152       0.0     31.58      0.00
	    211.380  182473.1   2821.54     4.152       0.0     31.58      0.00
	    211.400  182494.4   2821.88     4.152       0.0     31.58      0.00
	    211.420  182515.7   2822.21     4.153       0.0     31.57      0.00
	    211.440  182537.0   2822.55     4.153       0.0     31.57      0.00
	    211.460  182558.3   2822.89     4.153       0.0     31.57      0.00
	    211.480  182579.6   2823.22     4.153       0.0     31.57      0.00
	    211.500  182601.0   2823.56     4.154       0.0     31.56      0.00
	    211.520  182622.3   2823.90     4.154       0.0     31.56      0.00
	    211.540  182643.6   2824.23     4.154       0.0     31.56      0.00
	    211.560  182664.9   2824.57     4.154       0.0     31.55      0.00
	    211.580  182686.2   2824.91     4.155       0.0     31.55      0.00
	    211.600  182707.5   2825.24     4.155       0.0     31.55      0.00
	    211.620  182728.8   2825.58     4.155       0.0     31.54      0.00
